 Age,RACE,famsize,INCOME,REGION,categories,colors,prices.amountMax,prices.amountMin,prices.color,prices.isSale,gender
35,WHITE,4,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",79.99,39.99,Gray,FALSE,Male
25,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",79.99,42.49,Red,FALSE,Male
41,WHITE,3,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",79.99,37.49,Red,FALSE,Male
30,NATIV,1,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",79.99,39.99,Black,FALSE,Male
25,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",79.99,79.99,Gray,FALSE,Male
44,BLACK,2,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",79.99,37.49,Black,FALSE,Male
31,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,14.99,Black,FALSE,Male
27,OTHER,3,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,15.99,Brown,FALSE,Male
37,WHITE,2,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,55.99,Gold,FALSE,Male
27,WHITE,7,POOR,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,19.99,Black,FALSE,Male
32,WHITE,1,LINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,55.99,Gray,FALSE,Male
26,WHITE,1,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,19.99,Brown,FALSE,Male
29,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,55.99,Gold,FALSE,Male
43,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,69.99,Brown,FALSE,Male
29,WHITE,7,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,69.99,Gray,FALSE,Male
41,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,84.99,Gold,FALSE,Male
32,WHITE,2,LINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection","Black,Pewter,Silver,Red,Taupe",84.99,19.99,Gray,FALSE,Male
35,WHITE,3,MINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
27,WHITE,7,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,43.99,Black,FALSE,Male
25,WHITE,3,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Pink,FALSE,Male
44,WHITE,1,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Nude,FALSE,Male
30,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Gray,FALSE,Male
42,BLACK,1,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
35,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Green,FALSE,Male
42,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Green,FALSE,Male
28,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Green,FALSE,Male
45,BLACK,4,POOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Gray,FALSE,Male
42,WHITE,6,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Pink,FALSE,Male
46,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Black,FALSE,Male
45,BLACK,2,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black,FALSE,Male
46,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Green,FALSE,Male
45,WHITE,4,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,41.24,Nude,FALSE,Male
35,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Nude,FALSE,Male
45,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Green,FALSE,Male
27,WHITE,1,POOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Pink,FALSE,Male
38,WHITE,5,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
46,WHITE,2,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Black,FALSE,Male
46,WHITE,4,POOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Black,FALSE,Male
33,WHITE,3,LINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Pink,FALSE,Male
35,WHITE,2,NPOOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Green,FALSE,Male
34,WHITE,1,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Pink,FALSE,Male
32,ASIAN,1,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Green,FALSE,Male
34,BLACK,2,POOR,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,41.24,Gray,FALSE,Male
37,WHITE,4,POOR,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,43.99,Pink,FALSE,Male
38,BLACK,1,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Pink,FALSE,Male
43,WHITE,1,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Black,FALSE,Male
44,ASIAN,5,HINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Green,FALSE,Male
38,WHITE,6,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Gray,FALSE,Male
26,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Black,FALSE,Male
28,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Pink,FALSE,Male
32,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Black,FALSE,Male
28,WHITE,5,MINCOME,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Nude,FALSE,Male
46,WHITE,2,MINCOME,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,42.49,Green,FALSE,Male
37,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,64.99,Green,FALSE,Male
44,WHITE,4,POOR,WEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,37.49,Black,FALSE,Male
36,WHITE,1,HINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,39.99,Gray,FALSE,Male
36,BLACK,1,MINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,41.24,Black,FALSE,Male
39,WHITE,4,POOR,MIDWEST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,54.99,Pink,FALSE,Male
41,BLACK,4,LINCOME,SOUTH,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Green,FALSE,Male
35,WHITE,5,LINCOME,NORTHEAST,"Womens,Shoes,Pumps,Heels,Journee Collection","Black,Pewter,Silver,Red,Taupe",64.99,49.99,Pink,FALSE,Male
30,WHITE,4,MINCOME,MIDWEST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,50.99,Beige,FALSE,Male
36,BLACK,2,MINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,33.99,Beige,FALSE,Male
38,WHITE,1,POOR,WEST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,47.99,Gray,FALSE,Male
36,BLACK,4,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,29.99,Black,FALSE,Male
37,WHITE,1,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,59.99,Gray,FALSE,Male
30,WHITE,2,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,29.99,Beige,FALSE,Male
38,WHITE,3,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,69.99,Black,FALSE,Male
25,WHITE,2,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,31.99,Black,FALSE,Male
45,BLACK,2,POOR,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,47.99,Beige,FALSE,Male
32,WHITE,4,LINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,50.99,Beige,FALSE,Male
40,ASIAN,5,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,47.99,Gray,FALSE,Male
38,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,33.99,Beige,FALSE,Male
28,WHITE,7,LINCOME,WEST,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,59.99,Gray,FALSE,Male
44,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection,Clothing,Women's Shoes,Women's Boots,Heels","Black,Grey,Beige",69.99,47.99,Beige,FALSE,Male
41,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Gray,FALSE,Male
31,WHITE,5,MINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Olive,FALSE,Male
46,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Olive,FALSE,Male
32,WHITE,5,LINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Nude,FALSE,Male
30,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Olive,FALSE,Male
42,WHITE,2,LINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Black,FALSE,Male
35,WHITE,4,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Gray,FALSE,Male
35,WHITE,2,LINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Rust,FALSE,Male
34,WHITE,1,NPOOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Gray,FALSE,Male
31,ASIAN,3,MINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Black,FALSE,Male
29,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Rust,FALSE,Male
37,WHITE,3,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Rust,FALSE,Male
42,WHITE,4,LINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Black,FALSE,Male
46,WHITE,6,LINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Gray,FALSE,Male
46,WHITE,4,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Olive,FALSE,Male
43,WHITE,3,HINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Gray,FALSE,Male
29,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Black,FALSE,Male
45,WHITE,2,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Gray,FALSE,Male
41,WHITE,5,HINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Nude,FALSE,Male
44,WHITE,4,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Nude,FALSE,Male
42,WHITE,4,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Rust,FALSE,Male
29,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Olive,FALSE,Male
26,WHITE,4,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Stone,FALSE,Male
33,WHITE,3,HINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Stone,FALSE,Male
40,BLACK,4,MINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Blue,FALSE,Male
36,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Blue,FALSE,Male
41,WHITE,4,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Brown,FALSE,Male
36,BLACK,2,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Blue,FALSE,Male
45,WHITE,6,POOR,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Blue,FALSE,Male
34,WHITE,2,LINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Brown,FALSE,Male
25,WHITE,2,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Gray,FALSE,Male
46,WHITE,4,HINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Black,FALSE,Male
32,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Brown,FALSE,Male
39,BLACK,5,LINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Gray,FALSE,Male
37,WHITE,2,POOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Gray,FALSE,Male
40,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Brown,FALSE,Male
41,OTHER,1,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Taupe,FALSE,Male
35,WHITE,5,LINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Blue,FALSE,Male
34,WHITE,3,NPOOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Taupe,FALSE,Male
26,WHITE,6,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Blue,FALSE,Male
31,WHITE,5,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Wine,FALSE,Male
32,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Gray,FALSE,Male
36,BLACK,2,POOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Wine,FALSE,Male
27,BLACK,5,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Black,FALSE,Male
36,WHITE,2,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Taupe,FALSE,Male
33,WHITE,2,LINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Gray,FALSE,Male
37,WHITE,1,LINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Black,FALSE,Male
29,WHITE,4,MINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Gray,FALSE,Male
25,WHITE,1,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Wine,FALSE,Male
28,WHITE,1,POOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Black,FALSE,Male
31,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Wine,FALSE,Male
37,WHITE,1,MINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,29.99,Wine,FALSE,Male
40,WHITE,4,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Wine,FALSE,Male
40,BLACK,5,LINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,31.99,Wine,FALSE,Male
31,BLACK,3,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,31.99,Black,FALSE,Male
41,WHITE,1,POOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,49.99,Black,FALSE,Male
38,BLACK,2,MINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Gray,FALSE,Male
37,NATIV,2,MINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,49.99,Nude,FALSE,Male
25,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,31.99,Nude,FALSE,Male
31,WHITE,6,POOR,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,29.99,Wine,FALSE,Male
25,BLACK,2,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Bone,FALSE,Male
32,BLACK,2,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Gray,FALSE,Male
45,WHITE,5,NPOOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,29.99,Black,FALSE,Male
38,WHITE,1,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Gray,FALSE,Male
31,WHITE,4,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Taupe,FALSE,Male
34,WHITE,4,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,29.99,Floral,FALSE,Male
35,WHITE,4,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,49.99,Bone,FALSE,Male
28,ASIAN,1,LINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,31.99,Floral,FALSE,Male
32,WHITE,5,MINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,31.99,Black,FALSE,Male
44,OTHER,6,MINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,29.99,Gray,FALSE,Male
34,WHITE,4,MINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,49.99,Bone,FALSE,Male
43,WHITE,4,HINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,29.99,Bone,FALSE,Male
32,WHITE,1,MINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,33.99,Gray,FALSE,Male
45,WHITE,1,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",49.99,31.99,Taupe,FALSE,Male
27,WHITE,4,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",84.99,55.24,Black,FALSE,Male
30,WHITE,4,MINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",84.99,55.24,Taupe,FALSE,Male
37,WHITE,2,HINCOME,NORTHEAST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",84.99,51.99,Gray,FALSE,Male
32,WHITE,1,NPOOR,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",84.99,64.99,Taupe,FALSE,Male
25,WHITE,2,HINCOME,WEST,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",84.99,64.99,Taupe,FALSE,Male
32,WHITE,2,MINCOME,SOUTH,"Womens,Shoes,Boots,Journee Collection","Black,Grey,Beige",84.99,48.74,Taupe,FALSE,Male
26,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Wine,FALSE,Male
43,WHITE,2,POOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Navy,FALSE,Male
46,BLACK,2,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Black,FALSE,Male
34,WHITE,4,LINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Wine,FALSE,Male
30,WHITE,4,POOR,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Taupe,FALSE,Male
43,WHITE,5,POOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Gray,FALSE,Male
40,WHITE,3,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Taupe,FALSE,Male
44,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Navy,FALSE,Male
25,WHITE,2,MINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Black,FALSE,Male
27,WHITE,2,LINCOME,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Gray,FALSE,Male
30,WHITE,3,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Gray,FALSE,Male
36,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Gray,FALSE,Male
28,WHITE,1,MINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Navy,FALSE,Male
39,WHITE,2,HINCOME,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Black,FALSE,Male
42,BLACK,2,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Gray,FALSE,Male
45,WHITE,2,HINCOME,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,33.74,Wine,FALSE,Male
26,WHITE,4,NPOOR,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Black,FALSE,Male
27,WHITE,5,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Navy,FALSE,Male
27,WHITE,3,POOR,MIDWEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,38.24,Navy,FALSE,Male
34,BLACK,4,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,44.99,Taupe,FALSE,Male
34,WHITE,2,HINCOME,WEST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,35.99,Black,FALSE,Male
33,BLACK,1,POOR,SOUTH,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Gray,FALSE,Male
25,WHITE,3,POOR,NORTHEAST,"Womens,Shoes,Flats,Journee Collection","Black,Grey,Beige",54.99,54.99,Taupe,FALSE,Male
